user_supplied_name,submitted_name,data_source_id,data_source_title,gni_uuid,matched_name2,classification_path,classification_path_ranks,classification_path_ids,taxon_id,edit_distance,imported_at,match_type,match_value,prescore,score,current_taxon_id,current_name_string,kingdom,phylum,class,order,family,genus,species
Deinandra increscens subsp. villosa,Deinandra increscens subsp. villosa,11,GBIF Backbone Taxonomy,1a2b47df-75fa-56e8-b8ce-770803512315,Deinandra increscens villosa,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Deinandra|Deinandra increscens|Deinandra increscens villosa,kingdom|phylum|class|order|family|genus|species|subspecies,6|7707728|220|414|3065|3106606|3106611|4239180,4239180,0,2024-01-12T01:49:48Z,2,Exact match by canonical form,7|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Deinandra,Deinandra increscens
Chthamalus sp.,Chthamalus sp.,11,GBIF Backbone Taxonomy,e8cc9f5e-8bc7-5f42-9ac2-101586b89276,Chthamalus,Animalia|Arthropoda|Maxillopoda|Sessilia|Chthamalidae|Chthamalus,kingdom|phylum|class|order|family|genus,1|54|203|1426|5104|2115612,2115612,0,2024-01-12T01:52:13Z,2,Exact match by canonical form,1|0|0,0.75,NA,NA,Animalia,Arthropoda,Maxillopoda,Sessilia,Chthamalidae,Chthamalus,NA
Gibbonsia,Gibbonsia,11,GBIF Backbone Taxonomy,75a79564-551e-5162-86e0-d2ea2db3a34f,Gibbonsia,Animalia|Chordata|Perciformes|Clinidae|Gibbonsia,kingdom|phylum|order|family|genus,1|44|587|4261|2380263,2380263,0,2024-01-12T04:05:44Z,2,Exact match by canonical form,1|0|0,0.75,NA,NA,Animalia,Chordata,Perciformes,Clinidae,Gibbonsia,NA,NA
Hyalella,Hyalella,11,GBIF Backbone Taxonomy,7cbb861f-36ef-55bb-9623-8c4cea3c27d5,Hyalella,Animalia|Arthropoda|Malacostraca|Amphipoda|Hyalellidae|Hyalella,kingdom|phylum|class|order|family|genus,1|54|229|1231|4437|2217673,2217673,0,2024-01-12T01:24:28Z,2,Exact match by canonical form,1|0|0,0.75,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,NA
Ambrosia,Ambrosia,11,GBIF Backbone Taxonomy,3ab83bf3-e2b1-5ced-b267-d74f6b7c867b,Ambrosia,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Ambrosia,kingdom|phylum|class|order|family|genus,6|7707728|220|414|3065|3110576,3110576,0,2024-01-11T22:18:53Z,2,Exact match by canonical form,1|0|0,0.75,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia,NA
Erigeron sanctarum,Erigeron sanctarum,11,GBIF Backbone Taxonomy,0192f78a-03cf-5984-bf42-b4ad2215cb37,Erigeron sanctarum,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Erigeron|Erigeron sanctarum,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3146588|3147424,3147424,0,2024-01-11T22:18:48Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron sanctarum
Coluber mormon,Coluber mormon,11,GBIF Backbone Taxonomy,065dddff-5cb7-5c81-bbe1-ee21ea8200b5,Coluber mormon,Animalia|Chordata|Squamata|Colubridae|Coluber|Coluber constrictor,kingdom|phylum|class|family|genus|species,1|44|11592253|6172|2458634|6161776,2455087,0,2024-01-11T23:29:45Z,2,Exact match by canonical form,3|0|0,0.988,6161776,"Coluber constrictor Linnaeus, 1758",Animalia,Chordata,Squamata,Colubridae,Coluber,Coluber constrictor,NA
Pheucticus ludovicianus,Pheucticus ludovicianus,11,GBIF Backbone Taxonomy,08b6ef04-9c41-57bf-bfaa-213c7cd83550,Pheucticus ludovicianus,Animalia|Chordata|Aves|Passeriformes|Cardinalidae|Pheucticus|Pheucticus ludovicianus,kingdom|phylum|class|order|family|genus|species,1|44|212|729|9285|2490486|2490494,2490494,0,2024-01-11T22:55:28Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Pheucticus,Pheucticus ludovicianus
Physa,Physa,11,GBIF Backbone Taxonomy,5dd6bebb-b7aa-5e44-9798-169bff56bd00,Physa,Animalia|Mollusca|Gastropoda|Physidae|Physa,kingdom|phylum|class|family|genus,1|52|225|6798|9037827,9037827,0,2024-01-11T23:21:19Z,2,Exact match by canonical form,1|0|0,0.75,NA,NA,Animalia,Mollusca,Gastropoda,Physidae,Physa,NA,NA
Echinochloa crus-galli,Echinochloa crus-galli,11,GBIF Backbone Taxonomy,281285c2-f285-5c74-8d43-37f1734a57bd,Echinochloa crus-galli,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Echinochloa|Echinochloa crus-galli,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2702794|2702808,2702808,0,2024-01-11T22:07:22Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Echinochloa,Echinochloa crus-galli
NAeobernaya spadicea,Naeobernaya spadicea,11,GBIF Backbone Taxonomy,f1392bb9-41fe-5d77-b024-6e8c6b42c2a6,Neobernaya spadicea,Animalia|Mollusca|Gastropoda|Littorinimorpha|Cypraeidae|Neobernaya|Neobernaya spadicea,kingdom|phylum|class|order|family|genus|species,1|52|225|7390893|2675|4608079|5856681,5856681,1,2024-01-12T02:24:44Z,3,Fuzzy match by canonical form,1|0|0,0.75,NA,NA,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Neobernaya,Neobernaya spadicea
Gumaga griseola,Gumaga griseola,11,GBIF Backbone Taxonomy,8d7ae786-a021-5d05-ae26-c4225e3b0d22,Gumaga griseola,Animalia|Arthropoda|Insecta|Trichoptera|Sericostomatidae|Gumaga|Gumaga griseola,kingdom|phylum|class|order|family|genus|species,1|54|216|1003|4404|1435168|1435173,1435173,0,2024-01-11T23:02:38Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Animalia,Arthropoda,Insecta,Trichoptera,Sericostomatidae,Gumaga,Gumaga griseola
"Heterostichus rostratus girard, 1854","Heterostichus rostratus girard, 1854",11,GBIF Backbone Taxonomy,b5ef47ec-92cf-5e6d-a642-dea1a8acf90a,Heterostichus rostratus,Animalia|Chordata|Perciformes|Clinidae|Heterostichus|Heterostichus rostratus,kingdom|phylum|order|family|genus|species,1|44|587|4261|2380181|5209305,5209305,0,2024-01-12T03:42:19Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Perciformes,Clinidae,Heterostichus,Heterostichus rostratus,NA
Quercus morehus,Quercus morehus,11,GBIF Backbone Taxonomy,df583d07-1b9b-55ac-96d9-135db7114444,Quercus morehus,Plantae|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercus|Quercus morehus,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1354|4689|2877951|2881715,2881715,0,2024-01-12T01:06:45Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus morehus
Nasturtium officinale,Nasturtium officinale,11,GBIF Backbone Taxonomy,9ab64e60-0d47-5192-9b71-ecd2bc257e75,Nasturtium officinale,Plantae|Tracheophyta|Magnoliopsida|Brassicales|Brassicaceae|Nasturtium|Nasturtium officinale,kingdom|phylum|class|order|family|genus|species,6|7707728|220|7225535|3112|7774084|7701037,7701037,0,2024-01-12T00:17:25Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Nasturtium,Nasturtium officinale
Camponotus clarithorax,Camponotus clarithorax,11,GBIF Backbone Taxonomy,a97aae28-7f49-5951-9c0e-f5e897e10f34,Camponotus clarithorax,Animalia|Arthropoda|Insecta|Hymenoptera|Formicidae|Camponotus|Camponotus clarithorax,kingdom|phylum|class|order|family|genus|species,1|54|216|1457|4342|1312361|5034083,5034083,0,2024-01-12T03:37:04Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus clarithorax
Matricaria,Matricaria,11,GBIF Backbone Taxonomy,e5867b9b-577a-5a57-875c-2cb5a525198f,Matricaria,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Matricaria,kingdom|phylum|class|order|family|genus,6|7707728|220|414|3065|3103757,3103757,0,2024-01-11T22:21:31Z,2,Exact match by canonical form,1|0|0,0.75,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,NA
Littorina scutulata,Littorina scutulata,11,GBIF Backbone Taxonomy,991ab0a7-f18e-558d-9d09-1be1bca50e30,Littorina scutulata,Animalia|Mollusca|Gastropoda|Littorinimorpha|Littorinidae|Littorina|Littorina scutulata,kingdom|phylum|class|order|family|genus|species,1|52|225|7390893|2668|2301050|2301133,2301133,0,2024-01-12T00:20:56Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Littorina scutulata
Solidago velutina subsp. californica,Solidago velutina subsp. californica,11,GBIF Backbone Taxonomy,4435bc2e-8298-582e-bfd9-85c2a7358e50,Solidago velutina californica,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Solidago|Solidago californica,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|5388868|5389109,5704281,0,2024-01-11T22:20:23Z,2,Exact match by canonical form,7|0|0,0.999,5389109,Solidago californica Nutt.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Solidago,Solidago californica
"Notonecta kirbyi hungerford, 1925","Notonecta kirbyi hungerford, 1925",11,GBIF Backbone Taxonomy,ac895c23-9bbc-5d53-b391-e5ed812d6dcf,Notonecta kirbyi,Animalia|Arthropoda|Insecta|Hemiptera|Notonectidae|Notonecta|Notonecta kirbyi,kingdom|phylum|class|order|family|genus|species,1|54|216|809|4322|2020516|2020525,2020525,0,2024-01-11T20:53:08Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,Notonecta kirbyi
Senecio glomeratus,Senecio glomeratus,11,GBIF Backbone Taxonomy,17d74302-43b6-5824-80f3-6fe45db67182,Senecio glomeratus,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Senecio|Senecio glomeratus,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3106738|8172001,8172001,0,2024-01-11T22:19:24Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio glomeratus
Geranium dissectum,Geranium dissectum,11,GBIF Backbone Taxonomy,f02d33ab-81d3-5dc2-b62f-6b2c22884a7b,Geranium dissectum,Plantae|Tracheophyta|Magnoliopsida|Geraniales|Geraniaceae|Geranium|Geranium dissectum,kingdom|phylum|class|order|family|genus|species,6|7707728|220|624|4676|2889949|2890040,2890040,0,2024-01-12T01:56:29Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium dissectum
Quercus parvula var. shrevei,Quercus parvula var. shrevei,11,GBIF Backbone Taxonomy,86903279-97b9-5ee2-b346-640c809f750e,Quercus parvula shrevei,Plantae|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercus|Quercus parvula|Quercus parvula shrevei,kingdom|phylum|class|order|family|genus|species|variety,6|7707728|220|1354|4689|2877951|2878124|2878127,2878127,0,2024-01-12T01:10:08Z,2,Exact match by canonical form,7|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus parvula
Baccharis pilularis subsp. pilularis,Baccharis pilularis subsp. pilularis,11,GBIF Backbone Taxonomy,d28ff93f-0c01-5ec8-b6e6-654fb49393db,Baccharis pilularis pilularis,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Baccharis|Baccharis pilularis|Baccharis pilularis pilularis,kingdom|phylum|class|order|family|genus|species|subspecies,6|7707728|220|414|3065|3129135|3129497|7066500,7066500,0,2024-01-12T00:11:34Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis pilularis
Sidalcea malviflora subsp. laciniata,Sidalcea malviflora subsp. laciniata,11,GBIF Backbone Taxonomy,b056a737-65a4-517b-8ec8-6e03ca9f93ae,Sidalcea malviflora laciniata,Plantae|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Sidalcea|Sidalcea malviflora|Sidalcea malviflora laciniata,kingdom|phylum|class|order|family|genus|species|subspecies,6|7707728|220|941|6685|7447889|3152720|3940360,3940360,0,2024-01-11T23:21:49Z,2,Exact match by canonical form,7|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea malviflora
Ceanothus cuneatus,Ceanothus cuneatus,11,GBIF Backbone Taxonomy,28d1bfb0-0a88-51e7-9079-3b93ec8b3a5b,Ceanothus cuneatus,Plantae|Tracheophyta|Magnoliopsida|Rosales|Rhamnaceae|Ceanothus|Ceanothus cuneatus,kingdom|phylum|class|order|family|genus|species,6|7707728|220|691|2407|3039297|3039404,3039404,0,2024-01-12T00:50:00Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus,Ceanothus cuneatus
Lottia (collisella) digitalis,Lottia (collisella) digitalis,11,GBIF Backbone Taxonomy,1c94c853-810f-5127-971f-21ad32027b79,Lottia,Animalia|Mollusca|Gastropoda|Lottiidae|Lottia,kingdom|phylum|class|family|genus,1|52|225|6553|7734098,7734098,0,2024-01-11T22:51:31Z,2,Exact match by canonical form,1|0|0,0.75,NA,NA,Animalia,Mollusca,Gastropoda,Lottiidae,Lottia,NA,NA
Paraleptophlebia associata,Paraleptophlebia associata,11,GBIF Backbone Taxonomy,e7196459-4436-5e71-9f07-bc8bd74ef861,Paraleptophlebia associata,Animalia|Arthropoda|Insecta|Ephemeroptera|Leptophlebiidae|Paraleptophlebia|Paraleptophlebia associata,kingdom|phylum|class|order|family|genus|species,1|54|216|1225|7868|1407240|1407268,1407268,0,2024-01-12T02:52:32Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,Paraleptophlebia associata
Fissurella (fissurella) volcano,Fissurella (fissurella) volcano,11,GBIF Backbone Taxonomy,03343e09-ada0-53cb-996c-477febbf7cfa,Fissurella,Animalia|Mollusca|Gastropoda|Lepetellida|Fissurellidae|Fissurella,kingdom|phylum|class|order|family|genus,1|52|225|9799313|6810|2293577,2293577,0,2024-01-12T03:47:33Z,2,Exact match by canonical form,1|0|0,0.75,NA,NA,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Fissurella,NA
Thamnophis elegans,Thamnophis elegans,11,GBIF Backbone Taxonomy,85ec8049-8c23-5cc3-aea0-c0fdefe53df4,Thamnophis elegans,Animalia|Chordata|Squamata|Colubridae|Thamnophis|Thamnophis elegans,kingdom|phylum|class|family|genus|species,1|44|11592253|6172|2457825|2457545,2457545,0,2024-01-12T02:43:50Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Animalia,Chordata,Squamata,Colubridae,Thamnophis,Thamnophis elegans,NA
Calystegia macrostegia subsp. cyclostegia,Calystegia macrostegia subsp. cyclostegia,11,GBIF Backbone Taxonomy,46b7182d-c2f5-5315-bec9-2072181acad1,Calystegia macrostegia cyclostegia,Plantae|Tracheophyta|Magnoliopsida|Solanales|Convolvulaceae|Calystegia|Calystegia macrostegia|Calystegia macrostegia cyclostegia,kingdom|phylum|class|order|family|genus|species|subspecies,6|7707728|220|1176|2389|2928418|2928443|3679235,3679235,0,2024-01-11T21:37:33Z,2,Exact match by canonical form,7|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia,Calystegia macrostegia
"Neoclypeodytes quadripustulatus (fall, 1917)","Neoclypeodytes quadripustulatus (fall, 1917)",11,GBIF Backbone Taxonomy,67c3ae2d-9040-5616-8fb2-f49dd5646091,Neoclypeodytes quadripustulatus,Animalia|Arthropoda|Insecta|Coleoptera|Dytiscidae|Neoclypeodytes|Neoclypeodytes quadripustulatus,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|7824|1038076|1038087,1038087,0,2024-01-11T21:08:35Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Neoclypeodytes,Neoclypeodytes quadripustulatus
Xanthoparmelia,Xanthoparmelia,11,GBIF Backbone Taxonomy,b9a9f811-f8b1-5695-8ac4-aad6f8482ab7,Xanthoparmelia,Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Parmeliaceae|Xanthoparmelia,kingdom|phylum|class|order|family|genus,5|95|180|1048|8305|2603781,2603781,0,2024-01-12T02:15:14Z,2,Exact match by canonical form,1|0|0,0.75,NA,NA,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Xanthoparmelia,NA
Pteropurpura macroptera,Pteropurpura macroptera,11,GBIF Backbone Taxonomy,34663ae7-c4b8-5acd-ad1f-e9d901f21163,Pteropurpura macroptera,Animalia|Mollusca|Gastropoda|Neogastropoda|Muricidae|Pteropurpura|Pteropurpura macroptera,kingdom|phylum|class|order|family|genus|species,1|52|225|982|2304120|2304376|2304379,2304379,0,2024-01-12T00:58:40Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pteropurpura,Pteropurpura macroptera
Lestuca temulenta,Lestuca temulenta,11,GBIF Backbone Taxonomy,c1e36c2d-4182-5856-a0de-e023459fae74,Festuca temulenta,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Lolium|Lolium temulentum,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2706217|2706242,7368125,1,2024-01-11T22:07:46Z,3,Fuzzy match by canonical form,1|0|0,0.75,2706242,Lolium temulentum L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Lolium,Lolium temulentum
Eupithecia mutata,Eupithecia mutata,11,GBIF Backbone Taxonomy,c0fd1d94-af28-5b70-b8b3-5822229735d4,Eupithecia mutata,Animalia|Arthropoda|Insecta|Lepidoptera|Geometridae|Eupithecia|Eupithecia mutata,kingdom|phylum|class|order|family|genus|species,1|54|216|797|6950|1982367|1983909,1983909,0,2024-01-12T05:14:55Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia mutata
Cynodon dactylon,Cynodon dactylon,11,GBIF Backbone Taxonomy,c2fca129-d0bc-5d61-b16b-14499f82229e,Cynodon dactylon,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Cynodon|Cynodon dactylon,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2703525|6109637,6109637,0,2024-01-11T22:11:31Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cynodon,Cynodon dactylon
NANA,Nana,11,GBIF Backbone Taxonomy,71be7df6-af05-51c7-9b37-cbfcfc78c358,Nana,Animalia|Mollusca|Nana,kingdom|phylum|genus,1|52|4629047,4629047,0,2024-01-11T21:29:19Z,2,Exact match by canonical form,1|0|0,0.75,NA,NA,Animalia,Mollusca,Nana,NA,NA,NA,NA
"Seriphus politus ayres, 1860","Seriphus politus ayres, 1860",11,GBIF Backbone Taxonomy,bf9ff64b-bf2f-5338-b8bc-58a3978a5f8f,Seriphus politus,Animalia|Chordata|Perciformes|Sciaenidae|Seriphus|Seriphus politus,kingdom|phylum|order|family|genus|species,1|44|587|5062|2400261|5212465,5212465,0,2024-01-12T03:51:49Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Perciformes,Sciaenidae,Seriphus,Seriphus politus,NA
Archilestes grandis,Archilestes grandis,11,GBIF Backbone Taxonomy,4b554210-4f04-503f-9401-d67760d1898a,Archilestes grandis,Animalia|Arthropoda|Insecta|Odonata|Lestidae|Archilestes|Archilestes grandis,kingdom|phylum|class|order|family|genus|species,1|54|216|789|4489|1424150|5051705,5051705,0,2024-01-11T23:51:23Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Archilestes,Archilestes grandis
Peromyscus maniculatus,Peromyscus maniculatus,11,GBIF Backbone Taxonomy,9d7e2a9a-32d4-5d36-8b4b-4d38cbb22416,Peromyscus maniculatus,Animalia|Chordata|Mammalia|Rodentia|Cricetidae|Peromyscus|Peromyscus maniculatus,kingdom|phylum|class|order|family|genus|species,1|44|359|1459|3240723|2437961|2437967,2437967,0,2024-01-12T01:57:25Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus
NAaciocinebrina barbarensis,Naaciocinebrina barbarensis,11,GBIF Backbone Taxonomy,3c144d5b-f540-5aaa-9ef6-d39cea3d338f,Paciocinebrina barbarensis,Animalia|Mollusca|Gastropoda|Neogastropoda|Muricidae|Paciocinebrina|Paciocinebrina barbarensis,kingdom|phylum|class|order|family|genus|species,1|52|225|982|2304120|10414883|10299300,10299300,2,2024-01-11T22:59:38Z,3,Fuzzy match by canonical form,1|0|0,0.75,NA,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Paciocinebrina,Paciocinebrina barbarensis
Lecanora,Lecanora,11,GBIF Backbone Taxonomy,21cd23cc-ebe1-5226-ba60-9a0b8fd272c1,Lecanora,Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora,kingdom|phylum|class|order|family|genus,5|95|180|1048|4828|2569863,2569863,0,2024-01-12T04:12:53Z,2,Exact match by canonical form,1|0|0,0.75,NA,NA,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,NA
NAistichlis spicata,Naistichlis spicata,11,GBIF Backbone Taxonomy,1671bcaf-8875-5562-a3ef-f818ece234e0,Distichlis spicata,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Distichlis|Distichlis spicata,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2704508|2704509,2704509,2,2024-01-11T21:13:10Z,3,Fuzzy match by canonical form,1|0|0,0.75,NA,NA,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Distichlis,Distichlis spicata
Sylvilagus audubonii vallicola,Sylvilagus audubonii vallicola,11,GBIF Backbone Taxonomy,b2433f8b-f96e-583c-900b-756897befa78,Sylvilagus audubonii vallicola,Animalia|Chordata|Mammalia|Lagomorpha|Leporidae|Sylvilagus|Sylvilagus audubonii|Sylvilagus audubonii vallicola,kingdom|phylum|class|order|family|genus|species|subspecies,1|44|359|785|9379|2436839|2436910|9051526,9051526,0,2024-01-11T23:13:46Z,2,Exact match by canonical form,7|0|0,0.999,NA,NA,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus audubonii
Aeshna,Aeshna,11,GBIF Backbone Taxonomy,4b9127f9-98dd-5236-8e25-3074744c25f5,Aeshna,Animalia|Arthropoda|Insecta|Odonata|Aeshnidae|Aeshna,kingdom|phylum|class|order|family|genus,1|54|216|789|4209|1425165,1425165,0,2024-01-11T23:51:54Z,2,Exact match by canonical form,1|0|0,0.75,NA,NA,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshna,NA
Polyclinum planum,Polyclinum planum,11,GBIF Backbone Taxonomy,2b75e818-9f25-55d0-8520-b3143b542130,Polyclinum planum,Animalia|Chordata|Ascidiacea|Aplousobranchia|Polyclinidae|Polyclinum|Polyclinum planum,kingdom|phylum|class|order|family|genus|species,1|44|356|9589977|7348|5200495|5200526,5200526,0,2024-01-12T02:08:01Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Polyclinum,Polyclinum planum
Hyperphyscia adglutinata,Hyperphyscia adglutinata,11,GBIF Backbone Taxonomy,cf3176c5-2b84-5542-a502-51d8acb04e7e,Hyperphyscia adglutinata,Fungi|Ascomycota|Lecanoromycetes|Caliciales|Physciaceae|Hyperphyscia|Hyperphyscia adglutinata,kingdom|phylum|class|order|family|genus|species,5|95|180|10861608|8369|8301067|2609193,2609193,0,2024-01-11T23:07:43Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Hyperphyscia,Hyperphyscia adglutinata
Aglaophenia inconspicua,Aglaophenia inconspicua,11,GBIF Backbone Taxonomy,7c1b16b4-fe5a-5037-a63b-88cf0f5adff1,Aglaophenia inconspicua,Animalia|Cnidaria|Hydrozoa|Leptothecata|Aglaopheniidae|Aglaophenia|Aglaophenia inconspicua,kingdom|phylum|class|order|family|genus|species,1|43|205|712|8156|2267338|2267392,2267392,0,2024-01-12T05:03:01Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia inconspicua
Ophiacantha diplasia,Ophiacantha diplasia,11,GBIF Backbone Taxonomy,946145a7-7c97-5cb4-a130-b25567827726,Ophiacantha diplasia,Animalia|Echinodermata|Ophiuroidea|Ophiacanthida|Ophiacanthidae|Ophiacantha|Ophiacantha diplasia,kingdom|phylum|class|order|family|genus|species,1|50|350|9659424|3222|2275033|2275079,2275079,0,2024-01-11T23:30:08Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Animalia,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,Ophiacantha,Ophiacantha diplasia
Hypogymnia tubulosa,Hypogymnia tubulosa,11,GBIF Backbone Taxonomy,b551bedc-b623-5519-918a-372f659f321a,Hypogymnia tubulosa,Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Parmeliaceae|Hypogymnia|Hypogymnia tubulosa,kingdom|phylum|class|order|family|genus|species,5|95|180|1048|8305|2606460|2606511,2606511,0,2024-01-12T02:14:39Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypogymnia,Hypogymnia tubulosa
Dipodomys heermanni arenae,Dipodomys heermanni arenae,11,GBIF Backbone Taxonomy,1cbf0354-4bf0-52fc-8094-fbe37b1baf8b,Dipodomys heermanni arenae,Animalia|Chordata|Mammalia|Rodentia|Heteromyidae|Dipodomys|Dipodomys heermanni|Dipodomys heermanni arenae,kingdom|phylum|class|order|family|genus|species|subspecies,1|44|359|1459|5504|2439509|2439536|4263189,4263189,0,2024-01-12T00:09:37Z,2,Exact match by canonical form,7|0|0,0.999,NA,NA,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys heermanni
